timestamp,flow_l_min,temperature_c,pressure_bar,ph,anomaly
144000,4.55,44.85,8.75,7.04,True
145000,6.81,25.98,10.63,7.07,False
146000,4.0,23.84,8.05,6.85,False
147000,6.35,26.12,10.03,7.13,False
148000,7.38,24.1,10.92,7.18,False
149000,4.99,24.91,8.95,7.01,False
150000,4.74,24.52,8.72,6.94,False
151000,6.53,24.54,10.19,7.11,False
152000,4.99,24.75,8.92,6.94,False
153000,2.58,22.56,7.07,6.9,False
154000,4.14,5.89,8.16,6.97,True
155000,3.43,1.77,7.75,6.83,True
156000,4.41,25.82,8.66,6.91,False
157000,4.1,29.18,8.33,7.12,False
158000,5.4,23.94,9.16,6.92,False
159000,5.13,23.04,9.14,6.91,False
160000,5.44,25.62,9.35,6.98,False
161000,4.68,25.17,8.52,7.05,False
162000,4.81,22.58,8.66,6.9,False
163000,5.55,24.6,9.5,7.01,False
164000,4.35,28.51,8.56,7.02,False
165000,4.81,23.85,8.93,7.01,False
166000,5.76,22.85,9.63,7.07,False
167000,5.44,24.74,9.49,7.02,False
168000,5.48,27.64,9.25,7.11,False
169000,4.63,23.58,8.76,6.95,False
170000,6.53,25.69,10.27,7.03,False
171000,4.33,23.82,8.37,6.84,False
172000,2.73,23.51,7.27,6.89,False
173000,5.32,28.63,9.31,7.05,False
174000,6.77,24.0,10.59,7.03,False
175000,5.81,26.49,9.56,12.85,True
176000,10.72,24.53,9.61,6.97,True
177000,4.92,25.15,8.87,7.05,False
178000,5.55,25.9,9.7,7.02,False
179000,5.06,27.72,8.95,7.14,False
180000,4.46,24.27,8.59,6.98,False
181000,4.8,22.03,9.02,6.85,False
182000,4.93,24.79,9.1,6.95,False
183000,4.23,25.86,8.36,7.02,False
184000,10.84,22.19,8.36,6.84,True
185000,4.78,23.75,8.59,6.98,False
186000,4.65,22.25,8.5,6.86,False
187000,4.36,23.43,8.7,6.94,False
188000,3.79,24.84,8.07,6.95,False
189000,5.47,28.05,9.21,7.02,False
190000,4.64,26.99,8.83,6.92,False
191000,3.75,43.87,7.79,6.82,True
192000,4.78,28.73,8.82,7.08,False
193000,2.8,23.32,7.16,6.83,False
194000,5.22,26.64,9.17,7.0,False
195000,4.0,26.21,8.09,6.96,False
196000,5.04,23.59,8.92,7.04,False
197000,4.6,28.35,8.71,6.95,False
198000,4.82,25.92,8.67,7.06,False
199000,6.07,27.92,9.75,7.11,False
200000,5.34,21.84,9.18,6.96,False
201000,5.32,24.18,-4.86,6.95,True
202000,5.93,24.33,9.96,6.97,False
203000,4.4,24.44,8.27,6.87,False
204000,5.97,23.56,9.83,7.03,False
205000,3.99,24.7,8.19,6.94,False
206000,4.15,23.64,8.36,5.83,True
207000,3.55,31.9,7.82,7.08,False
208000,3.38,26.85,7.57,6.96,False
209000,5.95,28.41,9.67,7.07,False
210000,3.46,27.32,7.66,7.04,False
211000,5.8,22.55,9.41,6.95,False
212000,5.57,27.91,9.73,7.0,False
213000,4.67,23.82,8.87,7.04,False
214000,4.04,48.54,8.15,7.05,True
215000,4.65,26.58,8.91,6.97,False
216000,5.76,28.44,9.51,7.14,False
217000,3.93,21.36,7.88,10.17,True
218000,5.18,25.11,9.34,6.98,False
219000,5.59,25.17,9.52,7.02,False
220000,5.96,25.75,9.61,7.13,False
221000,3.53,24.96,8.01,6.97,False
222000,5.58,25.89,9.42,7.06,False
223000,4.37,23.41,8.45,6.96,False
224000,5.53,26.64,9.29,6.97,False
225000,3.6,22.86,7.91,6.91,False
226000,4.77,26.04,8.82,6.94,False
227000,6.34,24.14,10.2,7.02,False
228000,6.35,23.35,9.85,6.95,False
229000,5.16,23.21,9.09,6.95,False
230000,15.01,27.3,8.51,7.0,True
231000,5.71,23.79,9.78,6.97,False
232000,4.76,25.96,8.74,7.1,False
233000,3.15,22.63,7.37,6.81,False
234000,6.23,23.86,10.14,7.01,False
235000,3.77,26.83,7.83,7.04,False
236000,6.13,26.49,9.85,7.06,False
237000,3.62,25.02,8.07,6.95,False
238000,4.7,24.5,8.58,7.0,False
239000,5.64,24.45,9.43,6.95,False
240000,4.79,24.63,8.97,6.98,False
241000,5.11,23.47,9.04,6.93,False
242000,6.4,8.55,9.98,6.99,True
243000,4.46,25.62,8.67,7.01,False
244000,4.6,26.82,8.7,6.93,False
245000,4.27,24.24,8.47,7.02,False
246000,4.86,28.0,9.14,7.03,False
247000,4.32,23.34,8.27,6.96,False
248000,5.58,27.87,9.56,7.03,False
249000,3.21,26.12,7.36,7.03,False
250000,6.65,25.25,10.12,7.11,False
251000,4.6,25.83,8.85,7.05,False
252000,6.65,22.41,10.13,7.09,False
253000,6.7,23.96,10.53,7.15,False
254000,5.17,21.39,9.29,6.88,False
255000,4.76,21.64,8.67,6.9,False
256000,4.9,23.99,8.71,6.96,False
257000,6.66,28.46,10.15,7.21,False
258000,6.49,29.48,10.29,7.26,False
259000,15.36,23.71,9.65,7.01,True
260000,5.21,23.84,9.17,7.05,False
261000,5.23,25.57,9.15,7.08,False
262000,6.53,29.22,10.37,7.19,False
263000,5.48,26.5,9.45,7.02,False
264000,4.21,26.54,8.21,6.93,False
265000,3.04,26.06,7.6,6.95,False
266000,5.44,26.48,9.44,6.97,False
267000,6.27,26.29,9.97,7.15,False
268000,3.11,25.09,7.52,6.9,False
269000,6.98,26.29,10.69,1.69,True
270000,5.57,25.27,9.28,6.99,False
271000,4.38,23.84,8.48,6.89,False
272000,4.91,22.57,8.72,6.92,False
273000,3.32,6.77,7.69,6.93,True
274000,15.43,22.97,10.03,6.99,True
275000,4.85,25.68,9.13,0.45,True
276000,6.96,31.02,10.66,7.19,False
277000,5.78,23.78,9.84,7.01,False
278000,3.42,24.71,7.68,6.91,False
279000,5.19,24.06,9.32,7.06,False
280000,4.46,26.92,8.38,7.05,False
281000,6.83,21.74,10.43,7.03,False
282000,5.99,26.58,9.71,7.1,False
283000,5.82,26.09,9.62,6.97,False
284000,5.17,24.19,8.96,7.08,False
285000,4.26,21.02,8.49,6.94,False
286000,6.61,23.26,10.46,7.09,False
287000,4.92,27.83,9.04,7.11,False
288000,3.52,25.41,7.62,6.85,False
289000,4.91,41.93,8.75,6.96,True
290000,5.99,25.97,10.06,7.17,False
291000,5.14,21.08,8.83,6.93,False
292000,4.41,10.73,8.62,6.97,True
293000,6.13,26.28,9.69,7.13,False
294000,4.34,27.29,8.34,6.98,False
295000,4.8,24.68,8.72,6.98,False
296000,4.63,26.49,8.93,6.95,False
297000,4.32,26.05,8.56,6.97,False
298000,5.98,26.53,9.66,6.99,False
299000,3.67,27.37,8.17,7.0,False
300000,5.25,27.86,9.16,4.9,True
301000,6.69,24.72,10.56,7.07,False
302000,6.47,27.22,10.37,7.08,False
303000,5.37,26.5,9.42,7.0,False
304000,3.57,25.78,8.01,6.96,False
305000,6.61,26.45,10.16,7.12,False
306000,6.47,26.02,10.36,7.07,False
307000,5.1,22.86,8.99,6.99,False
308000,2.48,26.46,7.16,6.86,False
309000,5.2,23.21,9.23,7.07,False
310000,5.96,24.62,9.56,7.13,False
311000,4.81,24.66,8.73,7.07,False
312000,5.02,25.64,9.06,7.08,False
313000,4.27,21.56,8.45,6.8,False
314000,4.83,21.76,8.65,6.99,False
315000,4.52,30.58,8.66,7.16,False
316000,6.12,26.63,10.13,7.05,False
317000,5.62,31.1,9.65,7.09,False
318000,4.89,24.67,9.0,6.97,False
319000,5.77,26.32,9.46,7.0,False
320000,6.0,24.14,9.74,13.89,True
321000,4.24,27.36,8.21,7.08,False
322000,4.98,25.99,8.8,6.95,False
323000,4.69,26.9,8.62,7.12,False
324000,4.21,26.85,8.35,7.06,False
325000,3.45,22.69,7.85,6.88,False
326000,4.08,24.45,8.49,6.96,False
327000,8.04,23.4,11.27,7.21,False
328000,4.97,26.79,9.12,6.97,False
329000,6.27,29.01,12.77,7.09,True
330000,5.05,24.53,9.12,7.08,False
331000,5.59,25.31,10.48,7.02,True
332000,6.01,25.88,9.73,7.01,False
333000,4.64,26.28,8.86,7.09,False
334000,6.8,24.83,10.33,7.15,False
335000,5.46,23.68,9.37,6.95,False
336000,5.03,27.56,8.94,7.15,False
337000,5.31,24.03,9.26,6.96,False
338000,5.91,35.68,10.04,7.05,True
339000,4.45,25.07,8.47,6.96,False
340000,6.13,24.98,10.04,7.03,False
341000,4.0,22.22,8.25,6.84,False
342000,3.79,28.98,8.16,6.96,False
343000,5.86,24.74,9.71,6.94,False
344000,3.9,27.72,8.08,6.94,False
345000,5.8,23.45,9.54,6.97,False
346000,5.64,27.97,9.78,7.12,False
347000,5.12,22.61,8.81,6.96,False
348000,5.25,28.56,9.23,7.07,False
349000,5.07,24.48,8.89,7.05,False
350000,5.27,22.63,9.37,7.01,False
351000,4.03,26.39,8.46,7.02,False
352000,3.28,24.76,7.7,6.9,False
353000,5.26,28.65,9.43,7.0,False
354000,2.87,25.63,7.39,6.89,False
355000,5.55,23.74,9.19,7.07,False
356000,5.4,23.55,9.53,6.89,False
357000,5.38,25.89,9.55,7.09,False
358000,5.5,23.06,9.57,6.92,False
359000,4.76,25.61,8.9,6.97,False
360000,5.2,24.43,8.94,6.99,False
361000,4.37,27.67,8.77,6.95,False
362000,6.33,25.44,9.82,7.03,False
363000,2.64,24.51,7.05,6.94,False
364000,4.62,25.33,8.46,6.91,False
365000,5.25,24.0,8.99,7.03,False
366000,3.92,23.01,8.08,6.89,False
367000,5.02,24.14,8.95,7.07,False
368000,4.49,26.72,8.84,6.99,False
369000,6.12,29.07,9.91,7.07,False
370000,4.32,27.62,8.71,7.05,False
371000,5.5,24.18,9.31,6.93,False
372000,6.07,26.53,9.64,7.03,False
373000,4.72,27.08,8.82,7.07,False
374000,5.41,26.85,9.6,7.01,False
375000,4.33,24.69,8.55,7.02,False
376000,3.42,21.68,7.56,6.92,False
377000,4.95,25.78,8.83,7.07,False
378000,5.66,24.57,9.42,6.95,False
379000,5.26,24.68,9.14,7.03,False
380000,5.54,22.74,9.32,7.06,False
381000,5.85,28.72,9.98,7.19,False
382000,5.07,23.05,9.14,7.03,False
383000,4.86,28.99,9.13,7.11,False
384000,4.47,24.39,8.63,6.99,False
385000,3.53,25.04,7.77,6.97,False
386000,5.67,24.53,9.62,6.99,False
387000,6.38,25.52,9.95,7.05,False
388000,6.32,24.89,9.84,7.02,False
389000,5.48,24.92,9.16,7.0,False
390000,4.88,24.47,9.1,7.01,False
391000,4.32,23.86,8.21,7.01,False
392000,4.26,26.06,8.45,7.02,False
393000,6.25,26.34,10.18,7.05,False
394000,4.32,26.22,8.64,7.01,False
395000,3.6,26.81,7.88,6.99,False
396000,5.21,27.75,9.33,7.04,False
397000,3.81,23.96,8.22,6.83,False
398000,5.79,2.1,9.48,7.03,True
399000,6.09,25.69,9.77,7.02,False
400000,4.64,23.32,8.79,6.97,False
401000,6.21,24.15,9.92,7.02,False
402000,5.11,24.86,8.99,7.07,False
403000,4.94,24.85,8.84,7.05,False
404000,15.47,27.17,10.52,7.04,True
405000,4.66,25.66,8.96,7.01,False
406000,6.33,26.66,10.17,7.18,False
407000,3.56,27.66,8.03,7.07,False
408000,5.52,26.55,9.48,7.0,False
409000,5.79,22.99,9.65,7.06,False
410000,4.26,25.69,8.2,6.97,False
411000,5.61,25.56,9.63,1.9,True
412000,5.08,24.63,9.08,7.0,False
413000,4.16,24.0,8.38,6.88,False
414000,4.09,25.17,8.48,6.88,False
415000,4.97,26.01,8.89,6.92,False
416000,4.0,24.24,8.11,6.84,False
417000,3.25,24.91,7.63,6.88,False
418000,5.49,25.47,9.39,6.96,False
419000,4.46,22.3,8.39,6.96,False
420000,4.6,27.33,8.73,6.96,False
421000,7.26,24.15,10.99,7.06,False
422000,5.88,26.87,9.75,7.11,False
423000,5.32,22.68,9.03,6.96,False
424000,5.2,4.26,9.22,7.0,True
425000,4.13,22.55,8.02,7.0,False
426000,6.05,26.68,9.93,7.09,False
427000,5.01,24.09,9.14,6.96,False
428000,5.13,24.55,9.24,7.1,False
429000,4.66,23.77,8.89,7.02,False
430000,5.8,24.35,9.57,7.08,False
431000,5.46,25.54,9.19,6.99,False
432000,6.5,28.14,10.43,7.1,False
433000,4.95,21.44,8.73,6.92,False
434000,5.8,23.0,9.55,7.03,False
435000,3.41,25.4,7.5,5.18,True
436000,5.07,28.58,9.06,7.07,False
437000,4.08,24.5,8.38,6.93,False
438000,6.89,26.82,10.55,7.2,False
439000,4.15,29.19,8.46,7.13,False
440000,6.06,24.18,9.99,7.02,False
441000,5.94,29.47,9.94,7.07,False
442000,4.2,26.4,8.2,7.07,False
443000,3.9,23.04,8.08,6.92,False
444000,6.17,24.68,10.09,7.08,False
445000,5.9,25.49,9.71,7.05,False
446000,5.73,28.71,9.8,7.07,False
447000,4.59,23.12,8.65,6.97,False
448000,6.11,24.25,10.09,7.04,False
449000,5.02,25.03,8.78,6.91,False
450000,6.07,23.96,9.99,7.1,False
451000,4.78,24.97,8.71,6.93,False
452000,5.44,23.57,9.53,6.9,False
453000,3.07,26.56,7.38,7.02,False
454000,3.56,28.81,7.89,6.99,False
455000,4.06,43.51,8.51,7.07,True
456000,5.87,25.6,9.85,7.05,False
457000,6.09,26.81,9.98,7.02,False
458000,6.52,26.05,10.47,7.14,False
459000,7.75,26.24,11.45,7.18,False
460000,6.28,26.18,10.26,7.19,False
461000,6.1,26.96,9.79,7.04,False
462000,4.73,25.94,8.98,7.08,False
463000,4.75,24.98,8.84,6.97,False
464000,5.2,25.71,9.36,7.05,False
465000,5.75,27.39,9.42,7.1,False
466000,4.37,24.98,8.74,6.99,False
467000,6.04,23.96,10.06,7.09,False
468000,5.29,23.71,9.09,7.0,False
469000,3.26,27.44,7.87,6.87,False
470000,5.23,25.48,9.31,7.03,False
471000,6.38,25.95,9.88,7.07,False
472000,4.01,27.01,8.03,6.92,False
473000,6.58,28.38,10.24,7.23,False
474000,5.61,27.07,9.5,7.01,False
475000,7.18,23.73,10.54,4.31,True
476000,5.46,25.44,9.39,7.09,False
477000,5.0,25.36,9.15,6.98,False
478000,6.2,25.52,9.96,7.13,False
479000,4.93,26.73,9.17,6.99,False
480000,6.35,26.45,10.25,7.01,False
481000,5.49,24.57,9.56,7.03,False
482000,7.11,26.76,10.66,7.17,False
483000,5.11,28.66,9.33,7.18,False
484000,6.23,26.54,10.21,7.08,False
485000,4.72,23.61,8.91,7.03,False
486000,5.1,22.94,9.15,7.06,False
487000,6.43,24.81,10.17,7.1,False
488000,3.59,26.06,8.14,6.92,False
489000,4.5,24.14,8.33,6.94,False
490000,3.84,26.55,7.93,7.06,False
491000,5.22,26.72,9.08,7.12,False
492000,2.72,27.1,7.02,6.99,False
493000,6.34,26.06,10.19,7.15,False
494000,5.21,23.25,9.09,7.01,False
495000,4.71,24.01,8.88,6.95,False
496000,4.07,24.58,8.39,7.04,False
497000,4.06,28.52,8.55,6.98,False
498000,5.9,39.4,9.77,7.02,True
499000,5.2,23.61,-2.31,7.01,True
500000,6.3,26.09,10.3,7.09,False
501000,4.19,21.29,8.51,6.82,False
502000,5.84,22.0,9.77,6.92,False
503000,5.75,21.62,9.58,6.94,False
504000,4.47,26.97,8.76,7.09,False
505000,5.5,26.45,9.2,7.14,False
506000,5.02,23.34,9.23,6.94,False
507000,5.61,27.32,9.57,7.1,False
508000,6.81,23.53,10.4,7.0,False
509000,5.01,18.07,9.0,6.8,False
510000,4.8,24.25,8.83,6.91,False
511000,4.56,26.21,14.01,7.02,True
512000,4.49,22.18,8.37,6.86,False
513000,4.15,26.43,8.35,6.97,False
514000,5.35,24.4,9.27,6.95,False
515000,5.32,23.15,13.43,7.01,True
516000,4.87,29.31,8.94,7.1,False
517000,5.52,22.95,9.53,7.03,False
518000,5.31,27.72,9.33,6.99,False
519000,5.48,12.82,9.5,6.95,True
520000,6.83,27.72,10.76,7.06,False
521000,4.25,43.38,8.2,6.98,True
522000,18.28,21.69,8.49,6.84,True
523000,5.19,24.77,9.11,6.93,False
524000,3.24,26.5,7.44,6.99,False
525000,5.64,25.7,9.33,7.0,False
526000,5.01,23.81,8.76,6.99,False
527000,13.8,25.64,9.62,7.0,True
528000,6.03,24.61,10.01,6.97,False
529000,3.82,23.54,14.5,6.88,True
530000,4.62,26.08,8.55,0.57,True
531000,5.05,27.08,9.19,7.02,False
532000,4.57,27.72,8.76,6.96,False
533000,6.12,25.71,9.98,7.0,False
534000,3.53,1.5,7.94,6.85,True
535000,5.7,24.65,9.32,12.16,True
536000,5.48,25.57,9.35,7.05,False
537000,7.81,26.12,11.33,7.23,False
538000,4.63,22.46,8.54,6.84,False
539000,5.57,27.62,9.47,6.99,False
540000,4.94,22.94,8.79,4.69,True
541000,7.36,23.76,10.76,7.17,False
542000,4.37,28.33,8.54,6.97,False
543000,5.12,21.31,9.17,6.84,False
544000,4.84,23.34,8.74,6.94,False
545000,5.49,23.35,9.58,7.09,False
546000,4.69,24.47,8.77,7.06,False
547000,5.31,25.78,9.04,6.96,False
548000,6.22,24.56,10.21,7.11,False
549000,4.39,26.22,8.74,7.06,False
550000,2.25,23.43,6.62,6.85,False
551000,3.66,27.18,8.1,7.02,False
552000,4.74,26.87,8.77,7.1,False
553000,5.81,26.93,9.8,7.16,False
554000,2.56,23.72,7.22,6.9,False
555000,5.33,27.41,9.53,6.99,False
556000,4.71,28.05,8.99,7.02,False
557000,4.39,26.24,8.39,6.9,False
558000,6.31,25.91,10.07,7.07,False
559000,3.28,23.36,7.67,6.89,False
560000,4.9,28.03,9.19,6.99,False
561000,5.61,25.78,9.36,7.05,False
562000,5.85,41.73,9.42,7.09,True
563000,4.61,25.41,8.45,7.02,False
564000,2.48,23.46,7.09,6.76,False
565000,6.57,27.68,10.44,7.09,False
566000,5.32,24.85,9.42,7.09,False
567000,4.36,24.51,8.32,6.94,False
568000,4.53,25.5,8.42,6.96,False
569000,6.18,24.17,10.07,7.1,False
570000,5.4,25.76,9.31,7.12,False
571000,6.5,21.67,10.34,6.98,False
572000,5.11,25.78,9.34,6.93,False
573000,5.32,25.83,9.15,6.97,False
574000,15.55,27.09,9.95,7.15,True
575000,5.21,23.65,9.29,6.97,False
576000,3.59,25.08,7.89,6.89,False
577000,4.0,25.27,8.3,6.95,False
578000,3.68,26.42,7.9,6.86,False
579000,3.53,30.76,7.95,7.03,False
580000,3.79,27.37,-3.44,7.07,True
581000,6.01,23.67,9.71,7.1,False
582000,3.63,22.82,7.87,6.9,False
583000,5.9,25.59,9.79,7.03,False
584000,3.88,25.92,7.93,6.91,False
585000,4.48,24.61,8.81,6.88,False
586000,5.42,25.77,9.24,6.94,False
587000,4.75,28.09,8.84,6.98,False
588000,2.98,24.36,7.51,6.89,False
589000,12.65,24.05,9.33,6.97,True
590000,5.28,24.93,9.21,7.07,False
591000,4.22,22.17,8.27,6.84,False
592000,5.42,21.85,9.15,11.06,True
593000,3.78,20.95,7.76,6.78,False
594000,6.31,22.9,9.97,6.94,False
595000,4.73,26.88,8.62,7.07,False
596000,5.2,24.93,8.94,7.06,False
597000,10.97,25.23,8.13,7.01,True
598000,5.4,26.17,9.19,7.12,False
599000,4.81,23.41,9.05,7.03,False
600000,4.85,25.8,8.82,7.06,False
601000,4.44,25.87,8.39,6.91,False
602000,6.71,26.8,10.21,7.18,False
603000,5.4,26.46,9.14,7.12,False
604000,5.78,24.63,9.67,6.97,False
605000,12.03,25.75,8.61,6.91,True
606000,5.48,6.21,9.27,7.16,True
607000,4.34,24.41,8.59,6.91,False
608000,3.35,24.24,7.51,6.85,False
609000,6.41,25.49,9.96,7.07,False
610000,5.36,24.37,9.43,6.92,False
611000,5.61,22.12,9.33,7.0,False
612000,6.39,28.06,10.31,7.1,False
613000,6.07,25.72,9.88,7.06,False
614000,5.91,24.53,9.85,6.99,False
615000,3.97,21.79,8.18,6.97,False
616000,4.79,24.65,8.67,6.98,False
617000,6.39,24.17,10.14,7.0,False
618000,6.19,25.14,9.89,7.09,False
619000,4.3,25.58,8.42,6.91,False
620000,4.41,20.66,8.23,6.86,False
621000,3.92,27.73,8.37,6.97,False
622000,5.91,24.15,9.73,6.99,False
623000,4.42,24.81,8.29,7.05,False
624000,5.02,23.92,8.93,6.96,False
625000,6.44,25.88,10.13,7.05,False
626000,5.16,25.76,9.33,7.07,False
627000,4.99,22.54,8.75,7.01,False
628000,4.48,27.03,8.74,7.01,False
629000,4.88,24.56,8.78,10.25,True
630000,4.75,27.94,8.91,7.13,False
631000,3.37,14.59,7.5,6.88,True
632000,6.93,23.46,10.52,7.07,False
633000,7.59,27.38,11.31,7.25,False
634000,3.75,23.04,8.09,6.95,False
635000,6.84,25.41,10.37,7.0,False
636000,4.09,24.25,8.31,6.94,False
637000,4.14,24.82,8.26,6.87,False
638000,5.48,24.77,9.28,7.03,False
639000,5.22,26.45,9.26,6.97,False
640000,4.52,23.92,8.41,6.86,False
641000,5.59,24.64,9.49,7.03,False
642000,4.11,21.4,8.46,6.96,False
643000,8.35,24.57,11.87,7.24,False
644000,4.04,29.02,8.53,7.01,False
645000,18.62,21.26,9.84,6.92,True
646000,4.76,24.68,8.85,7.04,False
647000,6.48,25.84,10.08,7.12,False
648000,3.08,25.64,7.38,6.96,False
649000,4.79,24.75,-2.17,6.89,True
650000,2.24,25.08,6.75,6.8,False
651000,4.79,22.47,8.77,7.01,False
652000,4.75,29.67,8.97,7.1,False
653000,6.2,29.45,10.1,7.25,False
654000,4.45,24.74,8.61,6.92,False
655000,4.7,24.87,8.66,6.92,False
656000,5.81,26.3,9.64,6.97,False
657000,5.02,24.8,8.81,7.0,False
658000,6.74,23.1,10.5,6.99,False
659000,2.27,23.07,6.76,6.84,False
660000,6.64,24.16,10.2,7.07,False
661000,6.52,21.17,10.28,7.03,False
662000,4.5,22.3,8.8,6.93,False
